app_id,sector,review,score
com.fitbit.FitbitMobile,Fitness,the unstable syncing has lost my watch. and won't resync!!,1
com.instagram.android,Social Media,Story editing so good for a editing,4
com.google.android.dialer,Utilities,"good phone app. stable. I don't however like the voicemail glitch where it tells you that you have voicemail, but then the visual voicemail remains blank.",5
com.netflix.mediaclient,Entertainment,worst app ever automatically debited money from my bank account Even if I canceld my subscription ( fraud Netflix),1
com.amazon.mShop.android.shopping,Shopping,app causes phones to overheat due to data mining,1
com.makemytrip,Travel,to much convinent for flight booking and all nice experience,5
com.facebook.katana,Social Media,keeps glitching all the time!,1
com.google.android.dialer,Utilities,Very good app for calling.,5
com.ubercab,Transport,"Uber help support in the app is helpful most of the times. Hope, it will stay that good.",5
com.olacabs.customer,Transport,driver directly cancel the trip without informing when I was in very hurry.. Worst service,1
com.google.android.dialer,Utilities,new calling option and the screen visibility is very happy to enjoy,4
com.google.android.apps.translate,Utilities,microphone is incapable,1
com.whatsapp,Social Media,WhatsApp ndakatundu amwene 😂🔥,5
com.udemy.android,Education,"worst ever app, still no response from the support team. I have lost the connection with the taken course from the platform now they are saying to repurchase the course. No help from there site",1
com.goibibo,Travel,worst app don't use to book bus I booked bus I payed. before 10min of bus they cancelled and I didn't refund ammount worst app ever I seen,1
com.fitbit.FitbitMobile,Fitness,exercise turns off half way through,1
com.mxtech.videoplayer.ad,Entertainment,a lot full screen ads,1
com.udemy.android,Education,"Udemy website is working good but the application of Udemy is not working properly and showing error while I load it. Also, in the downloaded application I can't able to view my courses bought.",4
com.netflix.mediaclient,Entertainment,one star for removing english audios on most of the series.,1
com.amazon.mShop.android.shopping,Shopping,"dear amazon, I have had a few issues with shipping in the past so I was wondering if you'd give me a free gift card for my troubles but you might not because well, I'm not that big of a deal and company's giving out gift cards is rare but I thought I'd try and see. sincerely, Grayson.",3
com.amazon.mShop.android.shopping,Shopping,"Where are my list, subscribe and save and previous orders ? All of that is gone. Said I haven't bought anything in the last 3 months. That's a lie. This is a terrible update !!!",1
com.freecharge.android,Finance & Wallets,good UPI app Bank transfer is so easy,5
org.khanacademy.android,Education,No explanation videos are available,2
com.freecharge.android,Finance & Wallets,super working one of the best apk better than phonepay,5
com.makemytrip,Travel,"The app might be good, but the bus services are seriously disappointing. I was delayed by nearly 7 hours, which caused me to miss every single event I was traveling for. It might be time to start inspecting the buses and ensuring proper service, because this was completely unacceptable.""",1
com.myntra.android,Shopping,"I found everything I needed on one platform, with a variety of quality brands to choose from. The processing is smooth and hassle-free. Highly recommended!",5
com.fitbit.FitbitMobile,Fitness,this app deserves more stars!!!! love it and absolutely love Fitbit. we need a fitness watch that isn't too distracting like smart watches are!!! please don't discontinue FitBit,5
org.khanacademy.android,Education,No dark mode available,1
com.fitbit.FitbitMobile,Fitness,"Atrocious app and device. Had no end of problems recently with data sync. Done every single 'troubleshooting' step and makes no difference. it's not my phone, it's not my bluetooth, it's not my network connectivity - all 3 work perfectly fine with everything else. It's your hardware. After nearly 10 years suffering with Fitbit, my advice to anyone reading this, buy a Garmin, buy anything that isn't a Fitbit. Zero stars...",1
net.one97.paytm,Finance & Wallets,never download this app its my most worst experience i dont get any cashback on thums up who is responsible for this kind of situation so i suggest delete this app just now,1
com.olacabs.customer,Transport,sbse ghatiyaa app hai bhai ye cab hi book nhi ho rhe bas paise extra add krte jao,1
com.udemy.android,Education,great app to learn with. the lessons are digestible,5
com.makemytrip,Travel,super boss' thanks and best wishes.......ram'swamy,5
com.makemytrip,Travel,Offers are very rare.,1
com.byjus.thelearningapp,Education,byjus app is not opening it's not working properly so bad,1
com.facebook.katana,Social Media,Please don't use/share my information,1
com.netflix.mediaclient,Entertainment,since the the TV update browsing video became difficult to do. even changing profile is really frustrating because you have to scroll all the way up after you search movies below to go back to change profiles.,1
com.netflix.mediaclient,Entertainment,Good for watching movies,5
com.netflix.mediaclient,Entertainment,"Please let us tap again to hide player controls. Waiting 5 seconds every time is annoying. Simple fix, big difference.",5
com.whatsapp,Social Media,this is my new device.. this account is prive and.. activate on this device always,5
com.instagram.android,Social Media,"For some reason, Instagram is only showing me the followers of my alt account and not my main account, while I'm on my main account when trying to share a post. the new map feature is also very dangerous for people. to put somebody's location out without their permission is not cool",1
com.byjus.thelearningapp,Education,"भाई उसने पिछले 2 वर्षों से मेरा अभी तक पैसा वापस नहीं किया है, मेरी नजर में यह फ्रॉड कंपनी है, उनका टोल फ्री नंबर भी बंद हो चुका है।",1
org.khanacademy.android,Education,That's the only best academy tht is accessible to the students for free so even the poor students can also learn,5
com.amazon.mShop.android.shopping,Shopping,the customer service the timing and everything came great with no problems and I would recommend this in the future,5
com.makemytrip,Travel,worst experience with make my trip.Very poor service once you booked package.very arrogant rude executives..worst ever,1
com.ubercab,Transport,worst experience ever never available when required. Captions are not only accepting the request.,1
com.netflix.mediaclient,Entertainment,already had done a payment on 3rd July 25 amound of 199.then also it's showing That Your dives is not part of the Netflix household for this account,4
com.olacabs.customer,Transport,drivers are asking on meter charge after accepted the cab,1
com.myntra.android,Shopping,only doing wrong with customer,1
com.google.android.apps.translate,Utilities,asks for updated google app ! come on I just downloaded you. !,1
com.freecharge.android,Finance & Wallets,You should always work on security of this application & make it user friendly.,5
org.khanacademy.android,Education,"Reading more than one source on a topic | Reading can't access, please add topic about how read faster, how to remember better.",5
com.phonepe.app,Finance & Wallets,Bad experience ....I Instal (seekho app ) and my payment auto pay activated without my permission. But bad thing this auto pay is no stop.................same is crafto app auto pay active without my permission and debit my payment.Bad,1
org.khanacademy.android,Education,"Nowhere near the app you used to be! So much you let them tell you to delete and you did! Viable true information that helped we the people who really make or break you, there are way more of us little people.",2
com.netflix.mediaclient,Entertainment,I hate is auto renewal of subscription. Pausing a subscription every month makes no sense. It's best if they introduce pre-paid plans.,1
org.khanacademy.android,Education,"Khan Academy Is An Academic Forest Of Learning, And I Adore The Handy Little App For How Organised Its Layout Is, How The Videos Break The Subject That You Are Learning Down Into Small Pieces, You Have Hints, And You Get To Receive Badges, As Well! I Would Recommend Khan Academy For AnyBody Who Wants To Learn On It! ⭐⭐",5
com.myntra.android,Shopping,sends notification every 30 mins. irritating app,1
com.byjus.thelearningapp,Education,This app is very helpful for all girls and boys who want to become successful,5
com.axis.mobile,Banking,"Easy to login, Users friendly, very easy...exellente service any time, Very quickly,Fast service,very good.",5
com.myntra.android,Shopping,best products on myntra always pleasure to get the parcel from them,5
com.facebook.katana,Social Media,it's full of scams and fake profiles,1
com.facebook.katana,Social Media,Good luck with that one,5
com.goibibo,Travel,very nice app for traveling all including,5
com.udemy.android,Education,"please fix this , i log in with google , but it keep tells me session expired , and all my course is gone , but if i log in with website everything is fine",1
com.goibibo,Travel,Easy to use but very costly. I found one hotel at 1500 less in Agoda than what was offered in Goibibo. Also they post misleading photos while the rooms of hotel doesn't match the pictures.,2
com.freecharge.android,Finance & Wallets,IAM using app middle in this app is involved please solve,5
com.google.android.apps.nbu.paisa.user,Banking,Best and secured service.,5
com.udemy.android,Education,"Awesome, really. The video playing experience on mobile is much better than the competition. I like it.",5
com.udemy.android,Education,"1. No pinch-to-zoom. 2. Can’t remove items from ""recently viewed."" 3. ""Return to previous place"" bar shows finished long time ago course. 4. ""Recently viewed"" sorts alphabetically, not by last usage. 5. No way to add/remove favorites. 6. Controls stay visible after ""play."" 7. Switching devices logs out on desktop. 8. Paused video stops device from sleeping. 9. No way to submit a support request!",2
com.byjus.thelearningapp,Education,Worst company ever no ethics,1
com.fitbit.FitbitMobile,Fitness,not enough control over what you want to be displayed.,3
com.facebook.katana,Social Media,you guys won't stop banning my accounts for no reason,1
com.facebook.katana,Social Media,Best social media platform👉💖,5
com.fitbit.FitbitMobile,Fitness,"It works most of the time, and when it does it's a great and comprehensive app! I love it. Every now and then, about once every other week, the app won't sync or download my watch data even though it's paired.",4
com.amazon.mShop.android.shopping,Shopping,Betrag für Prime wird nach Kündigung weiter abgebucht und nicht vollständig erstattet. Artikel geht verloren und die Summe wird nicht automatisch erstattet. Erst nach einem Anruf kommt das Geld zurück,2
com.freecharge.android,Finance & Wallets,why it's always shows that this app is not compatible with emulators.,1
com.netflix.mediaclient,Entertainment,Perfect you have to try its the perfect app I have ever seen,5
com.olacabs.customer,Transport,good but the support system is so poor.,5
com.facebook.katana,Social Media,very dangerous service you may provide but nice,2
org.khanacademy.android,Education,Thankyou so much for your kind efforts,5
com.ubercab,Transport,ekdam bekar app hain...aur inke drivers bhi bekkar hain...ek bhada maar rahe hote hain aur dusra accept krte hain...call kiya to kehte hain aarhe hain...aur 20..25 min baad ride cancel kr dete hain...bohot bekkar hain drivers ...kisika imp kaam ho aur uber se cab liya to imp kam to honese raha🙏 1 star minimum rating hain vrna 0.1 de deta,1
com.phonepe.app,Finance & Wallets,unable to recieve payments,1
com.fitbit.FitbitMobile,Fitness,I love my Fitbit. It has helped me achieve greater fitness goals.,5
com.google.android.dialer,Utilities,this app is not working properly.,1
org.khanacademy.android,Education,Is there a teacher version of the app?,3
com.amazon.mShop.android.shopping,Shopping,"worst support system I have ever seen, I've never seen such a useless CS.",1
com.ubercab,Transport,"I'm completely disgusted with uber and I will never be using this app again. I requested a ride to my job and input the correct address, the receipt even says so. I was not dropped at this location, but instead a different restaurant 10 minutes form my place of work. When I went to support (which you can't talk to a real person on the phone, your only option is to text a bot) they told me that It is non refundable because in there system is shows I was dropped at the correct location.",1
com.fitbit.FitbitMobile,Fitness,why I cannot see my sleeping details suddenly,4
com.ixigo.train.ixitrain,Travel,Excellent App. Thanks,5
com.makemytrip,Travel,"when you purchase your tickets, especially return tickets. Always be careful.Any movement You will be misguided and maybe kicked.",1
com.fitbit.FitbitMobile,Fitness,How can I remove and change back to logging in through fitbit not google? It keeps shutting down since I moved over.,1
com.goibibo,Travel,very good comfortable,5
com.google.android.apps.translate,Utilities,very good and nice 🙂👍🏻,5
com.netflix.mediaclient,Entertainment,wins club season 1 and 2 .... please upload this series of hindi audio.... if possible....,5
com.instagram.android,Social Media,I love it. I get to see all my favorite idols and stuff!,5
com.amazon.mShop.android.shopping,Shopping,This app is very good,5
com.google.android.apps.translate,Utilities,defaults to Chinese when it is not even one of my languages,2
net.one97.paytm,Finance & Wallets,Upi best app using experience 😚,4
org.khanacademy.android,Education,Excellent 👌👍👌👍👌 apppp,5
com.goibibo,Travel,If There Is A Option I Will Give This Company Minus Infinite Star.,1
com.myntra.android,Shopping,myntra is the most reliable shopping app 100 on 100❤️ great experience for the years 👏👏👍five stars!,5
com.makemytrip,Travel,"Getting a visa through MMT is such a hassle. Despite charging more than others, they just don't seem to care.",1
com.udemy.android,Education,I'm unable to delete/unenroll from courses. I have completed several of them but I can't remove them. The only option I see is to archive but that's not what I'm looking for.,1
com.whatsapp,Social Media,This is the best thing ever and everyone 💗💚,5
com.mxtech.videoplayer.ad,Entertainment,it has best experience,4
com.ubercab,Transport,worst customer support.,1
com.google.android.apps.translate,Utilities,Google translator is very helpful for converting language from Hindi to English,5
com.ubercab,Transport,"tenia mi tarjeta puesta. pedi un viaje, lo cancele, y nunca me devolvieron la plata. Como a mi le paso a varios conocidos. El soporte son solo mensajes automaticos y no te ofrecen solución.",1
com.fitbit.FitbitMobile,Fitness,"app is good , but watch battery was draining faster , so sold it",5
com.byjus.thelearningapp,Education,I can't login. When I input my mobile no. and click on send OTP it does not. Iam not able to use the app,1
org.khanacademy.android,Education,"Trust the process, Very genuine application for every type of knowledge Hat's off to the makers of this APPLICATION",5
com.fitbit.FitbitMobile,Fitness,"Ever since being taken over by Google, the quality of the app has declined precipitously. I have all notifications regarding detecting exercise turned off, yet the app still makes the watch start vibrating annoying every time I have been exercising for a few minutes. Incredibly irritating. It's been to the point that I am considering giving up on the Fitbit brand even though this watch is less than a year old.",1
com.ubercab,Transport,Good app very easy to use but main issue cancellation fee very anonying we cancel for a reason like very late driver and not just for fun hopfully this will get fixed,4
org.khanacademy.android,Education,The app should also be in Czech language. I tried everything but it's still only in English. I need some reading or abc games in Czech but no way to set up the Czech language.,1
com.google.android.apps.nbu.paisa.user,Banking,smart .save Google pay.,5
com.amazon.mShop.android.shopping,Shopping,"Amazon use to be verry reliable but now im constantly getting double charged, late shipping and have my packages go missing in their warehouse somehow",1
com.olacabs.customer,Transport,worst app ever. the feedback section of the app has jntentjonally been made bad to so that company can get away with resolving issues,1
org.khanacademy.android,Education,Please don't install this app Believe me it is wastage of time only,1
com.google.android.apps.translate,Utilities,"This app is garbage. You speak and the app doesn't register half of what was said. If there is the tiniest pause, the app thinks you are done speaking. You have to do everything multiple times to accomplish what you want translated.",1
com.olacabs.customer,Transport,very bad not good app for driver not support customer care me,1
org.khanacademy.android,Education,This is quite a great app it is very easy to use and if you want your great to rise up I highly recommend actually for you to use can this app the other thing I like about this app is that it also has videos which explain very well if you watch this videos I bet you can understand there is no way you want this video but you cant understand after watching them thank you for making this app I highly appreciate you from a girl in Namibia Thank you 💕,5
com.google.android.apps.translate,Utilities,"nice et très utile, elle m'aide vraiment beaucoup",5
com.goibibo,Travel,i think so will be too good,4
com.whatsapp,Social Media,it's a perfect app 👌 I love this app wow its wonderful it is a good place to work launch and it has wonders it is true try it and,5
com.ubercab,Transport,Very bad Ui. The app becomes unresponsive on stopping existing ride search.,1
com.fitbit.FitbitMobile,Fitness,"I bought my 1st Versa fitbit back in 2018. I loved it. It helped me with sleep, steps and heart rate. Two yrs later it died due to the battery wearing out. I accepted that. When I was ready for another fitbit I bought a Versa 2 in 2022. Early 2025, my fitbit started acting funky. A full carge wouldn't last very long and charges got shorter, to the point it wasn't worth wearing it. I will NOT waste another dime on another fitbit. When it dies you can't replace the battery, so what's the point😠",1
com.fitbit.FitbitMobile,Fitness,I'm getting fed up with my fitbit not transferring to a foreign country. I travel a lot and deleting and reinstalling my device has become impossible. No more fitbit for me. I've been with you since the beginning but no more.,1
com.truecaller,Utilities,this app so helpful and very intresting,1
com.amazon.mShop.android.shopping,Shopping,New setup in app to check orders is awful. Finally time to stop ordering from Amazon,1
com.google.android.apps.translate,Utilities,i was in China for two months and this app plus lens were my life line without the need for a tour guide who charged 100 dollars per day,5
com.makemytrip,Travel,very much reliable app forvtravel bookings,5
com.makemytrip,Travel,It's a very bad experience it's totally wrong to book a ticket when you want to book a lower berth it will be booked in the upper. Very bad service and very worst app every time wrong update and all promotional code is unprofitable.,1
com.makemytrip,Travel,"Been 25 years but still the No 1 Travel App in India by far!!! I use MMT to book trains and buses a lot. I have used it to book domestic and international flights. And just last month I used it to book hotels in Paris and Rome too. The payment options are also across all platforms and also BNPL formats too. In all, it would be very difficult for me to skip to any other app anytime soon.",5
com.amazon.mShop.android.shopping,Shopping,"I do like Amazon, but my ability to leave reviews has been suspended for 3 years now and has cost me hundreds of dollars in coupons and rebates from sellers.",2
com.netflix.mediaclient,Entertainment,sandman season 2 is 480p,4
net.one97.paytm,Finance & Wallets,"This is Really the time for Paytm to release a lighter version of its app but that has just the basic payments feature. The app works very slow. Paytm gained its customers at a time when paying through Paytm was very convenient. Now each payment takes more than a minute or two, which is too long a time compared to other payment modes. They should separate the basic payments feature and the other buying features from the app. If that is not viable, the app should be made to work faster. Otherwise",5
com.byjus.thelearningapp,Education,Very useful helped me a lot in my studies.but sometimes the app not working even though updated the app.,5
com.makemytrip,Travel,"Why is there no credibility, The employee tells you that they will help you solve the problem, and then it hasn't been solved. I canceled my flight, I called the ticket clerk and told him I wanted to cancel my trip, and it's already been canceled, Why are you sending me this message when the flight has been canceled? He also told me that my money would be back in three days",1
com.byjus.thelearningapp,Education,This aap is doesn't useful for me,1
com.instagram.android,Social Media,single logo ko jalane ke liye best app 🥹,5
com.udemy.android,Education,"I think this is the best learning plateform where we learn and experience about certified courses like Pharmacovigilance, medical cording etc.",5
com.byjus.thelearningapp,Education,Very bad app. I can't sign in in the app,1
com.myntra.android,Shopping,bahii iska delivery system bhait hi Ganda Hai.. bahut time laga deta hai delivery laane mein 🤬,1
com.freecharge.android,Finance & Wallets,"My payment was not successful but money was deducted from my account.It has been 3 to 4 days but the amount has not been credited yet There is no option to contact customer care directly There is no reply on the mail.Even in 2024, if it takes 7 days for the amount to be credited, I salute you and your service.",1
com.myntra.android,Shopping,"मी Myntra वरून 3 ड्रेस मागवले – XL ब्लॅक, XXL पिंक, व XXL लाइट ग्रीन. पण मला दोन वेळा तोच पिंक ड्रेस मिळाला आणि क्वालिटी फारच खराब होती. लाइट ग्रीन ड्रेस पारदर्शक व वापरण्यायोग्य नव्हता. ₹1300 किंमत असूनही ड्रेस ₹200 च्याही दर्जाचा नव्हता. रिटर्न pickup होत नाही आणि कस्टमर केअर प्रतिसाद देत नाही. कृपया Myntra वरून खरेदी करताना काळजी घ्या. अनुभव फारच वाईट होता. अत्यंत खराब अनुभव – चुकीचा ड्रेस व निकृष्ट दर्जा",1
com.freecharge.android,Finance & Wallets,Bhim upi link nahi ho raha hai,1
com.google.android.apps.translate,Utilities,needs work with filipino or somthing like that but still its okay good and fine,4
com.google.android.dialer,Utilities,Disgusting update.. The UI feels like gen 1 android phones,1
com.udemy.android,Education,Unable to cast to Android TV with new updates . Please fix it.,3
com.byjus.thelearningapp,Education,Very very bad aap I don't like this because their teaching is not good vedantu is better than byjus,1
org.khanacademy.android,Education,too much slow running,1
com.ubercab,Transport,Excellent trip would request this driver William and refer his skills to my friends. Thank you so much.,5
com.goibibo,Travel,I like app.the services providing by them are very affordable.providing nice offers,5
com.ubercab,Transport,The drivers are unprofessional. Most of the times the times they are not ready to come. They cancel the trips and then you are charged money. Issues are never resolved. They don't even have a customer care no. I was charged 90rs. more than the actual amount on my last trip and they are not ready to refund.,5
com.fitbit.FitbitMobile,Fitness,"I have a fitbit charge 6 that I got earlier this year. Every few days it will stop syncing in the app. I have gone through the troubleshooting steps which included uninstalling and reinstalling this app, however it will now not let me log in with my Google account. So frustrating.",1
com.netflix.mediaclient,Entertainment,"Every few days the playback quality goes from HD to SD. And I have to uninstall and disable the app, restart the phone and then reinstall.",1
com.makemytrip,Travel,It was easy to book seats and a comfortable journey ☺️,5
com.axis.mobile,Banking,"Cant open the app. Can't get past through the 'Mobile Number Confirmation' page. After selecting a sim and when clicked 'PROCEED' it takes back to the initial page of 'LOG IN'. And when tried again, it says the app has a bug and try again when developers has an update.",1
net.one97.paytm,Finance & Wallets,Meggie nhi hai yahan per,5
com.whatsapp,Social Media,"Hello, it's great, but please, when we call, can you delete the call message? Poor me, I got a call, I sent a picture to my teacher, no matter what I did, it wouldn't be deleted. Then, please, when we delete the message, don't write, ""This message has been deleted.""",4
com.google.android.dialer,Utilities,"I'm a bit disappointed, I can't retrieve all my call recordings",3
net.one97.paytm,Finance & Wallets,Baliya chij banaya Paytm Banakar humko paath ke show star Dena chahte Hain,5
com.byjus.thelearningapp,Education,Otp problem I can't explore it,1
com.goibibo,Travel,pathetic customer care service terrible response from Go ibibo team,1
com.google.android.apps.translate,Utilities,not giving right answer 😞 worst app,1
org.khanacademy.android,Education,Best app in the world. Great and easy to use features all for free.,5
com.instagram.android,Social Media,subrang Ganda gamitin at madali lang din sya,5
com.truecaller,Utilities,unable to update app 7/8/25.,4
com.amazon.mShop.android.shopping,Shopping,excellent quality service experience throughout,5
com.goibibo,Travel,Very Nice Hotel & Staff,5
com.makemytrip,Travel,"ludo app hai ... Isse ghatiya app nhi h logo ko bevkoof bnaane k liye .... 3X k naam par bhutiya kaat rhe h logo ka .... aapko 3x refund milega par voucher m jo aap use nhi kr skte , koi specific trip m hi use kr skte hai or mujhe vo specific trip abhi tak nhi mili hai. or sirf ek hafte k andr andr use Krna hoga vrna voucher khatam ho jaega. ticket fare, + 200Rs charges pehle hi le lenge guarantee trip k liye, pr vo paise vapis nhi aaenge.",1
com.olacabs.customer,Transport,bad interface and navigation slow app dark practices cheat with customer and encourage driver mal practices,1
com.amazon.mShop.android.shopping,Shopping,Not secure app bad experience,1
com.mxtech.videoplayer.ad,Entertainment,"very bad experience, to many ads, Ads keep coming every 5 mins, and not one ads but 3 ads at once, very poor",1
com.netflix.mediaclient,Entertainment,data 5 g hai phir bhi slow chalta hai...aur video open hi nahi hota,1
com.ubercab,Transport,Veteran Uber driver getting the job done.,5
com.udemy.android,Education,Very informative course.I love the opportunity to increase my knowledge through Udemy.,5
com.google.android.apps.nbu.paisa.user,Banking,mujhe 1 hafte se something went wrong bata rha he.,1
com.amazon.mShop.android.shopping,Shopping,don't care u lie alot,3
com.fitbit.FitbitMobile,Fitness,I'm not able to sync my versa 4,1
com.fitbit.FitbitMobile,Fitness,I'm updating my rating. Thanks for letting me remove Fitbit Labs from my home screen.,4
com.makemytrip,Travel,I m giving it one star because it's ads are really really annoying on youtube,1
com.axis.mobile,Banking,app is slow or other goods,5
com.amazon.mShop.android.shopping,Shopping,"Use to be 5 star, however with recent changes in staff, I have had multiple packages be left everywhere else but my front porch, quick to take the money, a subscription fee for prime, but be slow has molasses on replacing a item when they f up. Customer service there can barely speak English and are never any help.",1
com.udemy.android,Education,not downloading course,1
com.mxtech.videoplayer.ad,Entertainment,Bahut he achha app hai,5
com.olacabs.customer,Transport,very helpful for newly comer in city,4
com.myntra.android,Shopping,good e commerce application,5
org.khanacademy.android,Education,"Better than Byjus,toppr ,vedantu etc and it's free as khan academy is a non-profitable organisation❤️",5
com.makemytrip,Travel,it was a pleasant stay and a good food.,5
com.byjus.thelearningapp,Education,"Worst app I have ever used. The video is not playing, it is stuck. Please clear this problem or iam going to uninstall it",1
com.mxtech.videoplayer.ad,Entertainment,the mx player is very useful for some anime fans,5
com.goibibo,Travel,very cheap service and support do not reply please don't use this application,1
com.byjus.thelearningapp,Education,This app very nice 👍👍👍,5
com.udemy.android,Education,"if you're looking to learn something interesting, this is the place to go. some of the classes can be expensive, but they run sales so often that it's rarely an issue. 10/10 would highly recommend!",5
com.fitbit.FitbitMobile,Fitness,nothing you have done is in the least way helpful,1
com.myntra.android,Shopping,orders are delayed. At the time of buying it shows some different dates and later updates as delayed delivery,2
com.instagram.android,Social Media,"its a good app, but when we add reels that was so slow also there is wifi",5
com.ixigo.train.ixitrain,Travel,excellent interface and fast use,5
com.whatsapp,Social Media,Non of the other is a helping app for studies,5
com.whatsapp,Social Media,"this app is quality of sending pictures and videos, voice recordin",5
com.google.android.dialer,Utilities,excellent application,5
com.udemy.android,Education,"Prices are showing 3099/- in macbook, but in other laptops it is showing 499/- only",1
com.freecharge.android,Finance & Wallets,After updated not working properly,1
com.goibibo,Travel,Please don't make booking of flight with this app I made for indigo when i cancelled this flight indigo mailed me that total refund is Rs 2446 and this app goibibo is giving me Rs 1080. In the name customer care nobody and no number to call one Ai gia is there tha she can't understand properly. one day you will be fixed please don't use it better use airline apps,1
com.facebook.katana,Social Media,when will the lock profile option be available in the United states?,3
com.byjus.thelearningapp,Education,I WAS USED THIS APP BEFORE 1 MONTH .I DELETED THIS APP FOR SOME PROBLEMS AFTER MY NEW PHONE INSTALLED AND LOGIN WITH SAME NUMBER It was not working properly means the OTP WAS NOT COMMING. IN THIS OTP not coming the app was not opened yet.,1
com.facebook.katana,Social Media,it's a very good app I like too much this app,5
com.netflix.mediaclient,Entertainment,I give it a 4 because cuz you can't see your messages,4
com.axis.mobile,Banking,Useless application for credit card cannot pay card bill through application and unbilled credit card transactions and complete transactions are also not showing please update your application for credit customers....,1
com.google.android.apps.translate,Utilities,very good app and use very essy,5
com.whatsapp,Social Media,"hello,my WhatsApp account is banned.please review my WhatsApp account.please fix this problem . I follow all the policies and rules of WhatsApp.please review my what's account. why you again banned my WhatsApp account please again review my account thanks.",1
com.amazon.mShop.android.shopping,Shopping,This new update that requires contactless verification is such a pain I use my phone so I DON'T have to carry my cards. and as a plus this makes e commerce harder overall this update needs to be reversed for the customer satisfaction. IL wait for the next update hope this helps!,1
com.olacabs.customer,Transport,Third class service provided by ola due to face difficulty in booking. Driver talking language is third class and cancel trip without any reason again and again .location-anand vihar to burari,1
com.netflix.mediaclient,Entertainment,why you're video is not working today update,5
com.udemy.android,Education,Good learning experience 😊,5
com.fitbit.FitbitMobile,Fitness,"Worst app ever!!!!!! how do you get rid of the notifications for good that tell you whether or not you have been maintaining fitness. I hate it when it says i haven't been maintaining fitness. When I'm ill, then I can't maintain fitness, plus I have a health problem. fitbit doesn't take that into consideration and makes me feel so bad about myself! take it away fitbit! I don't want to know",1
com.instagram.android,Social Media,it's a great experience in insta and I have a lot Friend and a lot of ppl I get here who loves me and I'm happy to have insta toooo,5
net.one97.paytm,Finance & Wallets,this is good platform,5
com.byjus.thelearningapp,Education,the app is not even opening even after typing the phone number..the app loads continue and I tried many times the same happened..,1
com.google.android.apps.nbu.paisa.user,Banking,i can't add my atm card say card not valid I enter i all card but problem same try other card,1
com.fitbit.FitbitMobile,Fitness,"Since ""upgrading"" to Google my device won't pair with my phone.",1
com.ubercab,Transport,The app is easy to use. All the Drivers have been very nice and professional.,5
com.goibibo,Travel,"There are some hotels where there is no complimentary water facility and you have to buy water to drink, this needs to be taken into consideration.",5
com.fitbit.FitbitMobile,Fitness,bands disconnect causing the face to brake but love everything else,4
com.udemy.android,Education,"If you need upgrade in your life.. then Stay with Udemy.. but Still, I wish Udemy would provide an alarm system, like when I start a course and the alarm goes off at the same time every day to remind me to sit down to study.✨❤",4
com.udemy.android,Education,this has given me a new insight on accounting and bookkeeping.,5
com.olacabs.customer,Transport,charging very high price than normal charge. for a frequent place where normally auto fare is 115-120 ola auto charge 168- 170. this is loot,1
com.whatsapp,Social Media,Is not working on my phone why,5
com.makemytrip,Travel,"""I received ₹4000 from MMT for trip guaranty. Now when I try to book a ticket, MMT says that if I book from the source station, the ₹4000 cannot be used. What kind of nonsense restriction is this ? If I’ve gone to Delhi, I’ll obviously return from Delhi too, right? Why should I go to another station and spend extra money just to use your money? What a terrible system 🙄 It’s a scam. I’m uninstalling MMT from today. I was a very old customer…🥹🥹",1
com.ubercab,Transport,uber is the best.. it helps us in many aspects both for my personal and business work I'm highly dependent on this app for daily use great and excellent service,5
com.makemytrip,Travel,completely scam. deduction of uselessly unnecessary charges with second time booking. not satisfied with the service. the costumer service people are not helpful. not deserving one star even,1
com.udemy.android,Education,"videos doesn't load properly, goes to infinite loop",1
com.olacabs.customer,Transport,Short distance showing huge amount very expensive than normal cost,1
com.phonepe.app,Finance & Wallets,It was good experience.Process is easy.,5
com.google.android.apps.translate,Utilities,"This app goes beyond basic translation; it truly grasps and delivers nuances in language, making it an indispensable tool for understanding the world.",5
com.fitbit.FitbitMobile,Fitness,keeps me on track to maintaining and improving,5
org.khanacademy.android,Education,When i login to khan academy it shows oops something went wrong how do I fix it,1
com.amazon.mShop.android.shopping,Shopping,"I love using Amazon, have many options, good prices and quick delivery.",5
net.one97.paytm,Finance & Wallets,this is real award and offer collet,5
com.fitbit.FitbitMobile,Fitness,"Freezes and can't sync at times with Charge 6. Now after logging out, ot won't login with Google account.",1
com.ubercab,Transport,"awesome service, has been for quite some time.",5
com.fitbit.FitbitMobile,Fitness,how do I turn off the time-date display? settings? search feature?,1
com.ixigo.train.ixitrain,Travel,the app is very important,3
com.fitbit.FitbitMobile,Fitness,fitbit app wont log in after this update. initially was receiving an error when trying to update new watch. uninstalled and reinstalled. now it wont let me log in at all. on top of tiles not rearranging and no sleep data at all. returning this watch. i just returned a versa 4 thinking that was the issue.,1
com.amazon.mShop.android.shopping,Shopping,"the packaging in Egypt is poor, the order arrived and idk what happened to the box, it's not a big deal but I think this reflexes how orders is treated through packaging 👍",4
com.makemytrip,Travel,"Bus booking services if this app is totally rubbish. 90,% chances are that your booked bus will be cancelled and app take no responsibility or not block such Bus operators. So don't book bus on Make my trip",1
